Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 05:00:00+00:00,3.239414868594849,3.433819295078748,3.2247849294660105,3.377779245376587,508752000,0.0,0.0
2019-01-03 05:00:00+00:00,3.3175233374663007,3.351494559941774,3.1662647874457,3.173703670501709,705552000,0.0,0.0
2019-01-04 05:00:00+00:00,3.246853385740272,3.415221581097662,3.216105828755128,3.377035140991211,585620000,0.0,0.0
2019-01-07 05:00:00+00:00,3.434315289602239,3.5927649069306233,3.382986353809107,3.5558180809020996,709160000,0.0,0.0
2019-01-08 05:00:00+00:00,3.6373984079374995,3.639630285844697,3.394640656623528,3.467294454574585,786016000,0.0,0.0
2019-01-09 05:00:00+00:00,3.5186232126306787,3.5828463399884547,3.4680384722945203,3.535485029220581,617260000,0.0,0.0
2019-01-10 05:00:00+00:00,3.516144180178765,3.609874788805888,3.455640605384385,3.601196050643921,523156000,0.0,0.0
2019-01-11 05:00:00+00:00,3.5788781681758617,3.7132753674564807,3.5511062137559466,3.690462589263916,874764000,0.0,0.0
2019-01-14 05:00:00+00:00,3.6381421571545687,3.7556775515991787,3.614585417920929,3.7303850650787354,730168000,0.0,0.0
2019-01-15 05:00:00+00:00,3.76311655148842,3.802543082772021,3.6979018753486015,3.7162513732910156,617012000,0.0,0.0
2019-01-16 05:00:00+00:00,3.7435273984445434,3.7765065975796652,3.685255712262978,3.6907107830047607,470104000,0.0,0.0
2019-01-17 05:00:00+00:00,3.65773186610097,3.802047443243775,3.630455564376065,3.762125015258789,493436000,0.0,0.0
2019-01-18 05:00:00+00:00,3.8119660198131777,3.917351193183303,3.7603892538835297,3.891314744949341,651336000,0.0,0.0
2019-01-22 05:00:00+00:00,3.861063107743239,3.872717445922538,3.6587236679555004,3.6889753341674805,661552000,0.0,0.0
2019-01-23 05:00:00+00:00,3.7442718634101175,3.8330432905960445,3.6706262701491577,3.7018697261810303,591020000,0.0,0.0
2019-01-24 05:00:00+00:00,3.7864256389123656,3.931484935951308,3.7817142907002115,3.913879632949829,708972000,0.0,0.0
2019-01-25 05:00:00+00:00,3.854368703422158,3.9892616109386063,3.751711281180907,3.9711601734161377,1154572000,0.0,0.0
2019-01-28 05:00:00+00:00,3.3859620492612996,3.512176192258113,3.248341633421153,3.4221649169921875,2511528000,0.0,0.0
2019-01-29 05:00:00+00:00,3.3760434124240977,3.4243967481456625,3.2485894177784456,3.2632193565368652,1153932000,0.0,0.0
2019-01-30 05:00:00+00:00,3.339344652694599,3.4211730836735206,3.2597478632009476,3.4067912101745605,974228000,0.0,0.0
2019-01-31 05:00:00+00:00,3.4035672067160307,3.600203486839746,3.3817462151254207,3.5644965171813965,842852000,0.0,0.0
2019-02-01 05:00:00+00:00,3.5830941945158643,3.6398782020879676,3.535485054619555,3.5887973308563232,625048000,0.0,0.0
2019-02-04 05:00:00+00:00,3.6046674165148307,3.7363368759887856,3.5825985921983188,3.6991422176361084,528592000,0.0,0.0
2019-02-05 05:00:00+00:00,3.7110446749970083,3.7549344982473727,3.677321509152325,3.718235731124878,542424000,0.0,0.0
2019-02-06 05:00:00+00:00,3.751462590826733,3.858335686829096,3.7460075194814295,3.7938647270202637,702464000,0.0,0.0
2019-02-07 05:00:00+00:00,3.747494777566621,3.7497264189078314,3.612601907792327,3.6554996967315674,637120000,0.0,0.0
2019-02-08 05:00:00+00:00,3.5883017135125006,3.6847600905958267,3.5739198389192794,3.674097776412964,461604000,0.0,0.0
2019-02-11 05:00:00+00:00,3.629959873305386,3.684264178044045,3.583094452872304,3.6314477920532227,495180000,0.0,0.0
2019-02-12 05:00:00+00:00,3.6698822268461373,3.764108959833563,3.655500116147598,3.7484869956970215,591060000,0.0,0.0
2019-02-13 05:00:00+00:00,3.777994833117407,3.864038720162632,3.764356682162985,3.790889024734497,605372000,0.0,0.0
2019-02-14 05:00:00+00:00,3.789897080627852,3.8600711722964594,3.746750988006149,3.8318030834198,827264000,0.0,0.0
2019-02-15 05:00:00+00:00,4.040589723869558,4.06340226945263,3.8786686079384642,3.9014813899993896,1516748000,0.0,0.0
2019-02-19 05:00:00+00:00,3.890818724559441,3.9647123761538743,3.8717255032248925,3.8841235637664795,551892000,0.0,0.0
2019-02-20 05:00:00+00:00,3.9133832668076223,3.998683187065061,3.9022250601115305,3.9314846992492676,540988000,0.0,0.0
2019-02-21 05:00:00+00:00,3.9441315815104936,3.968679875959591,3.8479210341535803,3.862550973892212,448548000,0.0,0.0
2019-02-22 05:00:00+00:00,3.914375355567139,3.966199947153265,3.900737205580121,3.947354555130005,401740000,0.0,0.0
2019-02-25 05:00:00+00:00,4.030919022939467,4.098365341588388,3.9262775772704654,3.9349565505981445,656020000,0.0,0.0
2019-02-26 05:00:00+00:00,3.930245169008996,3.9862852148853274,3.862054655168669,3.8955299854278564,488464000,0.0,0.0
2019-02-27 05:00:00+00:00,3.8811482352284252,3.9076803404277367,3.796592033230227,3.853624105453491,500256000,0.0,0.0
2019-02-28 05:00:00+00:00,3.8474189526731846,3.869758842531903,3.806710887786944,3.8290505409240723,324944000,0.004,0.0
2019-03-01 05:00:00+00:00,3.8789425726219817,3.9256079687334604,3.820610827482633,3.883410692214966,357188000,0.0,0.0
2019-03-04 05:00:00+00:00,3.92188464290107,3.94472093484492,3.835007357804544,3.891601800918579,409992000,0.0,0.0
2019-03-05 05:00:00+00:00,3.8759634875826467,3.9233736046391368,3.8216032260430954,3.8851478099823,362924000,0.0,0.0
2019-03-06 05:00:00+00:00,3.8762127257882253,3.8846520874913177,3.7714636552360177,3.7741940021514893,403524000,0.0,0.0
2019-03-07 05:00:00+00:00,3.750612668593156,3.76029339755393,3.6587710875417185,3.7049400806427,450104000,0.0,0.0
2019-03-08 05:00:00+00:00,3.615581215026453,3.7498686490127056,3.5942341338284334,3.7391951084136963,422416000,0.0,0.0
2019-03-11 04:00:00+00:00,3.7627760250091757,4.02266272916169,3.7156139803109496,3.999826669692993,859728000,0.0,0.0
2019-03-12 04:00:00+00:00,4.027627004860837,4.080497824426409,3.9514232486314342,4.034080982208252,579576000,0.0,0.0
2019-03-13 04:00:00+00:00,4.07156314686384,4.214786373494762,4.064116357189055,4.1854963302612305,768900000,0.0,0.0
2019-03-14 04:00:00+00:00,4.194679262708762,4.206593932851146,4.101844637412754,4.10953950881958,519384000,0.0,0.0
2019-03-15 04:00:00+00:00,4.152730773435022,4.257728176858283,4.149255699976786,4.215034484863281,661484000,0.0,0.0
2019-03-18 04:00:00+00:00,4.246556818989251,4.300420913134458,4.166629682568827,4.193686008453369,486992000,0.0,0.0
2019-03-19 04:00:00+00:00,4.288257077803753,4.40591382449526,4.271378360487963,4.3614821434021,854972000,0.0,0.0
2019-03-20 04:00:00+00:00,4.39052559818495,4.443893061335595,4.294215890905475,4.328967094421387,719148000,0.0,0.0
2019-03-21 04:00:00+00:00,4.352052185686605,4.592081280493185,4.3470876598651,4.565769672393799,824312000,0.0,0.0
2019-03-22 04:00:00+00:00,4.53846465628506,4.58711567221418,4.39201449321232,4.405914783477783,747644000,0.0,0.0
2019-03-25 04:00:00+00:00,4.3652080647820375,4.429496927022115,4.247303172038223,4.313578128814697,525212000,0.0,0.0
2019-03-26 04:00:00+00:00,4.455310960582842,4.511408768965814,4.333931019661732,4.39027738571167,703508000,0.0,0.0
2019-03-27 04:00:00+00:00,4.415845188658949,4.462262040714887,4.311592506214159,4.381093978881836,474372000,0.0,0.0
2019-03-28 04:00:00+00:00,4.407155537996368,4.465487517173927,4.346589854207423,4.399709224700928,480264000,0.0,0.0
2019-03-29 04:00:00+00:00,4.466480824345446,4.481374399479685,4.416092268126456,4.457048416137695,456896000,0.0,0.0
2019-04-01 04:00:00+00:00,4.54888929423197,4.554846628364073,4.477153673921868,4.524563789367676,483824000,0.0,0.0
2019-04-02 04:00:00+00:00,4.5486410607593815,4.586866852862835,4.50569882896142,4.542435169219971,440920000,0.0,0.0
2019-04-03 04:00:00+00:00,4.592080539016616,4.741012975511193,4.5871160139967255,4.681936264038086,783504000,0.0,0.0
2019-04-04 04:00:00+00:00,4.666545882524109,4.715445453053756,4.6101999989258635,4.672999858856201,457376000,0.0,0.0
2019-04-05 04:00:00+00:00,4.7161901091758605,4.757146724218757,4.679701850039642,4.739770889282227,481744000,0.0,0.0
2019-04-08 04:00:00+00:00,4.709241133517369,4.785693216508701,4.685163705630452,4.760622978210449,424192000,0.0,0.0
2019-04-09 04:00:00+00:00,4.7271121252974275,4.738282068549915,4.655624583170124,4.697822093963623,439972000,0.0,0.0
2019-04-10 04:00:00+00:00,4.697076815960168,4.794130747969391,4.692608933872854,4.76831579208374,444772000,0.0,0.0
2019-04-11 04:00:00+00:00,4.770799019021911,4.802323231055334,4.705020721761634,4.754416465759277,374600000,0.0,0.0
2019-04-12 04:00:00+00:00,4.793139897054454,4.797111612446065,4.707752040402399,4.716439723968506,471708000,0.0,0.0
2019-04-15 04:00:00+00:00,4.708744603843225,4.713709129461462,4.544919045987178,4.584634304046631,440092000,0.0,0.0
2019-04-16 04:00:00+00:00,4.623853779021107,4.690624902412031,4.591088664718836,4.671760082244873,394964000,0.0,0.0
2019-04-17 04:00:00+00:00,4.706758744602291,4.7276091830110625,4.626583506356754,4.648923397064209,351004000,0.0,0.0
2019-04-18 04:00:00+00:00,4.655624766848665,4.6896307663251955,4.596548060029767,4.6243486404418945,380988000,0.0,0.0
2019-04-22 04:00:00+00:00,4.600768233384799,4.693850947262469,4.569244493654826,4.678213119506836,279936000,0.0,0.0
2019-04-23 04:00:00+00:00,4.691369147490623,4.764098073415162,4.6816886541313005,4.732821941375732,346856000,0.0,0.0
2019-04-24 04:00:00+00:00,4.743245534823774,4.785939682174755,4.682431775068251,4.745231628417969,318204000,0.0,0.0
2019-04-25 04:00:00+00:00,4.705020818802734,4.727360707661919,4.559812014661191,4.639490604400635,499296000,0.0,0.0
2019-04-26 04:00:00+00:00,4.4855939367154125,4.490062293532506,4.301662678146843,4.420560359954834,868988000,0.0,0.0
2019-04-29 04:00:00+00:00,4.42850224133097,4.4791393453106645,4.356269978416903,4.451338768005371,391920000,0.0,0.0
2019-04-30 04:00:00+00:00,4.419070874191893,4.518359011805248,4.39995797279976,4.49279260635376,362920000,0.0,0.0
2019-05-01 04:00:00+00:00,4.545167849520109,4.587365372671085,4.479389065128641,4.479637622833252,354280000,0.0,0.0
2019-05-02 04:00:00+00:00,4.489317177729967,4.588853391687187,4.446126853125772,4.547152519226074,394684000,0.0,0.0
2019-05-03 04:00:00+00:00,4.555592991746461,4.565521569906589,4.481126525050928,4.542685508728027,336824000,0.0,0.0
2019-05-06 04:00:00+00:00,4.356270469588613,4.476409503820352,4.319037481721975,4.46424674987793,422176000,0.0,0.0
2019-05-07 04:00:00+00:00,4.415843712232229,4.415843712232229,4.248791202521124,4.296946048736572,555220000,0.0,0.0
2019-05-08 04:00:00+00:00,4.269393681690666,4.3972271144063875,4.257479011874498,4.317051887512207,419168000,0.0,0.0
2019-05-09 04:00:00+00:00,4.248045187232065,4.257725675687094,4.105566785699097,4.224463939666748,660248000,0.0,0.0
2019-05-10 04:00:00+00:00,4.1936871941130525,4.259217418042389,4.070817787523933,4.190460205078125,569500000,0.0,0.0
2019-05-13 04:00:00+00:00,4.058406583929151,4.081491200168375,3.9171690130912453,3.9330551624298096,656912000,0.0,0.0
2019-05-14 04:00:00+00:00,3.972770032750843,4.057413622475935,3.9340478262869696,4.0221662521362305,524880000,0.0,0.0
2019-05-15 04:00:00+00:00,3.966564848398774,3.997592421631136,3.907240285561639,3.961104154586792,502320000,0.0,0.0
2019-05-16 04:00:00+00:00,3.9556432856139314,4.018939564399606,3.913197682185402,3.976245403289795,781088000,0.0,0.0
2019-05-17 04:00:00+00:00,3.93429557410295,4.063618450101648,3.8459290769068963,3.8853960037231445,1022068000,0.0,0.0
2019-05-20 04:00:00+00:00,3.7866041440940967,3.8417091310435936,3.7419243737628203,3.7667465209960938,572064000,0.0,0.0
2019-05-21 04:00:00+00:00,3.827560631781428,3.864793616984285,3.7888381946063903,3.848907470703125,361848000,0.0,0.0
2019-05-22 04:00:00+00:00,3.8101851278670194,3.8362481691907617,3.766994573110973,3.777916431427002,325868000,0.0,0.0
2019-05-23 04:00:00+00:00,3.715613399180335,3.715613399180335,3.5969640532761926,3.656785249710083,591844000,0.0,0.0
2019-05-24 04:00:00+00:00,3.6756501708504663,3.7108975416698278,3.5962196627562553,3.602921724319458,357584000,0.0,0.0
2019-05-28 04:00:00+00:00,3.6205453249661255,3.6533104324600605,3.555759599351059,3.5577454566955566,428356000,0.0,0.0
2019-05-29 04:00:00+00:00,3.5100868721445884,3.5450859198163482,3.4487764584867997,3.483527421951294,559800000,0.0,0.0
2019-05-30 04:00:00+00:00,3.486757748307108,3.5225423179781874,3.418667647891877,3.456937313079834,394300000,0.004,0.0
2019-05-31 04:00:00+00:00,3.407982295901955,3.4753268275582676,3.3644940676131325,3.3662335872650146,389720000,0.0,0.0
2019-06-03 04:00:00+00:00,3.3774157439853156,3.4161823789098253,3.295161124682421,3.3244845867156982,478644000,0.0,0.0
2019-06-04 04:00:00+00:00,3.388599306671337,3.558824592791078,3.366482520793292,3.5536060333251953,641836000,0.0,0.0
2019-06-05 04:00:00+00:00,3.627411111108216,3.632878274117737,3.4745812841282167,3.5108628273010254,511616000,0.0,0.0
2019-06-06 04:00:00+00:00,3.515087864576447,3.5975911063969224,3.5126027686380983,3.5729892253875732,408140000,0.0,0.0
2019-06-07 04:00:00+00:00,3.578953434498923,3.6500253786607537,3.559818479769986,3.615731954574585,348856000,0.0,0.0
2019-06-10 04:00:00+00:00,3.6718929877938318,3.7571299129180646,3.6718929877938318,3.6885428428649902,402780000,0.0,0.0
