Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 05:00:00+00:00,128.38494261485786,136.86496629124613,127.95695175004107,135.04354858398438,28146200,0.0,0.0
2019-01-03 05:00:00+00:00,134.0581833041617,136.5265455865115,130.50492257513682,131.1220245361328,22717900,0.0,0.0
2019-01-04 05:00:00+00:00,133.38136668878082,137.352655455208,133.1225917908266,137.30288696289062,29002100,0.0,0.0
2019-01-07 05:00:00+00:00,136.9147283372574,138.21858093278348,135.2724742655454,137.40243530273438,20089300,0.0,0.0
2019-01-08 05:00:00+00:00,139.2338039857999,142.4685588998623,138.88543968940024,141.86141967773438,26263800,0.0,0.0
2019-01-09 05:00:00+00:00,142.27942664268605,144.02121749221544,140.6073147169991,143.5534210205078,22205900,0.0,0.0
2019-01-10 05:00:00+00:00,142.40883345315282,143.88188672668684,140.17933551404312,143.52357482910156,16125000,0.0,0.0
2019-01-11 05:00:00+00:00,142.47849770856254,144.67813759639466,141.90123177051925,143.12545776367188,12908000,0.0,0.0
2019-01-14 05:00:00+00:00,141.33388033662743,145.8824498316883,140.60730900703408,144.70797729492188,20520300,0.0,0.0
2019-01-15 05:00:00+00:00,145.32508562383688,149.9731775990295,145.30519037534233,148.2512969970703,24069000,0.0,0.0
2019-01-16 05:00:00+00:00,148.30104297354657,148.94798775727187,146.31042494705602,146.84788513183594,18025700,0.0,0.0
2019-01-17 05:00:00+00:00,146.26066626674154,148.30105291815846,145.81278021818937,147.60433959960938,15787900,0.0,0.0
2019-01-18 05:00:00+00:00,149.04754866281684,151.7149699567033,147.85318069261078,149.336181640625,31029600,0.0,0.0
2019-01-22 05:00:00+00:00,148.50013609805595,150.81920845795935,145.68340911638478,146.87779235839844,22378700,0.0,0.0
2019-01-23 05:00:00+00:00,147.5844339238035,148.10199891450284,142.3889191437845,143.62310791015625,20098400,0.0,0.0
2019-01-24 05:00:00+00:00,143.9615147410241,145.75307424712892,141.85146420450752,145.14593505859375,20955500,0.0,0.0
2019-01-25 05:00:00+00:00,146.78819802131503,149.1271807394284,145.8526049340697,148.31101989746094,22237200,0.0,0.0
2019-01-28 05:00:00+00:00,147.35552515766815,148.26126014423653,145.52415993599186,146.7782440185547,15508500,0.0,0.0
2019-01-29 05:00:00+00:00,147.39530996503288,147.40527277510418,142.75716626052758,143.51361083984375,17632100,0.0,0.0
2019-01-30 05:00:00+00:00,145.534105832328,150.24191388219322,145.01654081940364,149.7144012451172,44613200,0.0,0.0
